1698,ख़रा
1699,तरक्की
1700,बुड्ढिया
1701,निन्दर
1702,लोका
1703,देंयां
1704,मसहूर
1705,कहाणी
1706,पैदल
1707,सिओआ
1708,लगियो
1709,साड़े
1710,कुथीं
1711,बब्बरू
1712,मगरमच्छे
1713,मिंहजो
1714,तारे
1715,तिद्दे
1716,मैह्ले
1717,बक्खैं
1718,सभ
1719,वल्ल
1720,नारदा
1721,रखियो
1722,चल्ली
1723,खरीदी
1724,पला
1725,गलांदी
1726,मंगले
1727,उतरी
1728,अजे
1729,इसलिए
1730,कोह
1731,लाज्जो
1732,इन्नीं
1733,हमला
1734,जीने
1735,बच्चेयाँ
1736,सुदामा
1737,हमेशा
1738,हस्सा
1739,दित्तियां
1740,इन्हीं
1741,हुक्म
1742,गयी
1743,गलत
1744,समान
1745,मिला
1746,पैदा
1747,सबनाते
1748,मेरेयां
1749,पहली
1750,जल्दी
1751,पुराणी
1752,सुआल
1753,दुसमण
1754,चिंता
1755,किस
1756,होंगा
1757,अक्सर
1758,लगभग
1759,लग्गियो
1760,..........
1761,साथी
1762,गईयो
1763,बैठियो
1764,दुकाना
1765,जम्मणी
1766,वल
1767,गुजारा
1768,टपरूए
1769,इकदम
1770,तरीडुए
1771,लैंगा
1772,जिन्नी
1773,समझाई
1774,मेळा
1775,बकील्ले
1776,थोड़ा
1777,पुत्तरा
1778,बाह्र
1779,चाअंदा
1780,मारदा
1781,सुर
1782,थकी
1783,जुदा
1784,कार्यक्रम
1785,7
1786,कवता
1787,तिसदिया
1788,पत्थर
1789,दियाडे
1790,अप्पणीयां
1791,देवता
1792,चिन्ता
1793,खुस्स
1794,मेहरबानी
1795,लोड
1796,तैयार
1797,मंगल
1798,सीमा
1799,रसीले
1800,सौणा
1801,बनी
1802,बो
1803,लैंदी
1804,माह्णुआं
1805,बोले
1806,वस
1807,रखणा
1808,पाप
1809,चांदी
1810,लाड़ा
1811,हारी
1812,नेही
1813,सताबी
1814,दमाग
1815,जांगी
1816,ओथू
1817,बगैरा
1818,तीह
1819,मेघी
1820,कैंह्
1821,रखेया
1822,आनंद
1823,मौके
1824,दिख्या
1825,जबरा
1826,सोचणे
1827,देशे
1828,तुआरी
1829,समाज
1830,जोन्डै
1831,गौतम
1832,पए
1833,ग्लाणा
1834,रुलदू
1835,इक-इक
1836,खेलदे
1837,दूंह
1838,गिल्ड
1839,दिह्या
1840,टाइम
1841,बणया
1842,समा
1843,मुंहे
1844,मीना
1845,गाणा
1846,इना
1847,मुश्किल
1848,पानी
1849,अक्खीं
1850,खसमें
1851,मरदे
1852,नेंसी
1853,साई
1854,चीजा
1855,संस्कार
1856,जेम्स
1857,हुंग्गा
1858,घाटी
1859,परेशान
1860,रक्खा
1861,काली
1862,दिक्खे
1863,सुखी
1864,वाली
1865,पेयी
1866,आयो
1867,दिक्खदे
1868,घरा
1869,तरीका
1870,लुभिया
1871,प्रीत
1872,सोचया
1873,धनवाद
1874,वड्डा
1875,रेहई
1876,पहला
1877,कमल
1878,करीत्ता
1879,.......
1880,हुए
1881,ऊषा
1882,चाहता
1883,बत्ता
1884,घुग्गिया
1885,कांगड़े
1886,तिने
1887,भरा
1888,जघा
1889,रै
1890,ला
1891,रसोई
1892,दूहीं
1893,पांदा
1894,सुआए
1895,भत्त
1896,वजह
